,fruit,stage,nir_850,nir_940,R,G,B,temp_c,humidity_pct,voc_ppm
928,berry,fresh,0.5083,0.3808,116,31,33,0.05,94.88,0.0474
929,berry,fresh,0.4979,0.3921,110,30,37,0.36,93.1,0.0509
930,berry,fresh,0.4989,0.3903,114,29,27,0.9,100.0,0.0461
931,berry,fresh,0.4963,0.3862,118,19,34,0.36,95.04,0.045
932,berry,fresh,0.5009,0.3827,125,29,33,1.52,93.1,0.0395
933,berry,fresh,0.5054,0.3853,122,25,38,0.72,96.59,0.0562
934,berry,fresh,0.5015,0.3835,119,21,33,0.82,97.11,0.0451
935,berry,fresh,0.5026,0.3863,118,18,32,1.19,96.0,0.0504
936,berry,fresh,0.5052,0.3787,117,30,30,0.46,97.69,0.0498
937,berry,fresh,0.5032,0.3783,115,22,27,1.17,99.82,0.0492
938,berry,fresh,0.5074,0.368,122,19,29,0.86,98.54,0.0478
939,berry,fresh,0.4996,0.3885,117,29,38,1.76,95.34,0.049
940,berry,fresh,0.5087,0.3807,120,27,40,1.48,91.97,0.0507
941,berry,fresh,0.5019,0.3802,120,31,32,0.59,97.1,0.0471
942,berry,fresh,0.5037,0.3685,120,19,44,1.69,93.59,0.048
943,berry,fresh,0.5078,0.3791,116,25,36,0.53,94.43,0.0439
944,berry,fresh,0.4939,0.3887,121,20,34,0.7,95.04,0.051
945,berry,fresh,0.5092,0.372,114,28,39,0.97,94.98,0.0433
946,berry,fresh,0.5027,0.3849,118,23,33,1.65,93.86,0.0599
947,berry,fresh,0.4978,0.3797,125,29,36,0.7,97.11,0.0534
948,berry,fresh,0.5106,0.3896,117,30,36,0.7,92.87,0.0445
949,berry,fresh,0.5021,0.3967,121,32,37,0.22,95.25,0.0449
950,berry,fresh,0.4977,0.3758,110,27,36,0.82,96.68,0.0565
951,berry,fresh,0.5109,0.3825,117,24,33,0.57,94.53,0.0451
952,berry,fresh,0.5002,0.3882,119,24,33,1.57,96.85,0.0489
953,berry,fresh,0.4981,0.3842,119,25,39,0.27,92.62,0.0544
954,berry,fresh,0.5017,0.3701,117,21,36,1.34,97.38,0.056
955,berry,fresh,0.4985,0.3873,120,26,35,1.37,97.78,0.0536
956,berry,fresh,0.5091,0.3783,117,26,29,2.23,96.2,0.0477
957,berry,fresh,0.4998,0.3761,117,20,34,1.78,95.42,0.0541
958,berry,fresh,0.496,0.3703,119,21,30,1.23,94.23,0.0484
959,berry,fresh,0.4974,0.3696,124,23,39,1.7,96.85,0.0477
960,berry,fresh,0.4959,0.3706,121,21,30,0.66,96.21,0.0515
961,berry,fresh,0.5123,0.3893,122,29,26,2.11,93.63,0.0447
962,berry,fresh,0.5061,0.38,129,24,32,1.62,93.28,0.0534
963,berry,fresh,0.4976,0.3909,118,23,32,0.68,97.74,0.0484
964,berry,fresh,0.5016,0.3704,120,18,27,0.95,93.33,0.0473
965,berry,fresh,0.4977,0.3775,118,23,32,2.17,92.33,0.0462
966,berry,fresh,0.5037,0.3814,118,33,26,2.0,95.92,0.0507
967,berry,fresh,0.503,0.37,115,25,32,1.4,97.21,0.0529
968,berry,fresh,0.4976,0.3841,117,20,31,1.95,90.64,0.0577
969,berry,fresh,0.5023,0.3737,118,28,38,2.05,94.52,0.0512
970,berry,fresh,0.4959,0.3836,117,23,30,1.52,95.78,0.0516
971,berry,fresh,0.5046,0.3845,114,28,34,1.04,95.56,0.0501
972,berry,fresh,0.5078,0.3891,123,27,40,2.01,92.11,0.0417
973,berry,fresh,0.4983,0.3737,124,28,37,1.37,93.83,0.0528
974,berry,fresh,0.5056,0.3729,120,18,31,1.2,97.33,0.0535
975,berry,fresh,0.49,0.3786,127,29,36,1.9,90.99,0.0519
976,berry,fresh,0.5008,0.3802,117,26,35,1.83,91.94,0.0533
977,berry,fresh,0.4998,0.383,112,23,34,1.82,92.86,0.0543
978,berry,fresh,0.5027,0.3755,123,17,39,1.16,95.67,0.0415
979,berry,fresh,0.5061,0.3734,117,26,32,1.05,92.95,0.0588
980,berry,fresh,0.507,0.3849,120,26,35,2.35,94.16,0.0601
981,berry,fresh,0.4971,0.3872,126,28,26,1.19,92.31,0.0502
982,berry,fresh,0.5063,0.3812,118,25,31,1.58,94.8,0.0467
983,berry,fresh,0.4923,0.3767,118,21,34,0.84,92.3,0.0554
984,berry,fresh,0.5015,0.3703,120,26,36,2.39,97.44,0.0458
985,berry,fresh,0.4881,0.3804,121,28,29,1.39,92.84,0.0536
986,berry,fresh,0.5017,0.3805,121,26,37,0.92,92.74,0.0418
987,berry,fresh,0.4986,0.382,121,31,40,1.19,92.7,0.04
988,berry,fresh,0.4887,0.3734,118,22,40,1.56,96.38,0.0463
989,berry,fresh,0.4986,0.3821,126,25,39,1.16,94.82,0.054
990,berry,fresh,0.4944,0.3816,122,28,39,2.55,96.9,0.0517
991,berry,fresh,0.4974,0.3839,121,16,36,1.07,94.21,0.0568
992,berry,fresh,0.5086,0.3788,117,18,36,2.12,93.83,0.0492
993,berry,fresh,0.5064,0.3769,116,27,42,1.53,97.99,0.0528
994,berry,fresh,0.4985,0.3791,119,28,26,1.38,91.53,0.0448
995,berry,fresh,0.4998,0.3862,112,25,33,1.93,96.98,0.0537
996,berry,fresh,0.502,0.3845,125,28,35,1.01,93.01,0.0482
997,berry,fresh,0.5017,0.39,122,26,43,2.28,93.41,0.0615
998,berry,fresh,0.493,0.3794,128,22,33,1.15,95.28,0.053
999,berry,fresh,0.4965,0.3875,122,22,33,1.37,92.49,0.0555
1000,berry,spoiled,0.5339,0.3949,89,12,45,0.37,91.03,0.1672
1001,berry,spoiled,0.5212,0.4018,94,26,45,0.16,91.74,0.1553
1002,berry,spoiled,0.5247,0.3958,86,17,32,1.95,87.95,0.1456
1003,berry,spoiled,0.5318,0.4041,95,22,37,0.03,92.25,0.1481
1004,berry,spoiled,0.5332,0.4073,94,16,42,-0.1,90.6,0.1132
1005,berry,spoiled,0.5254,0.4091,89,18,37,-0.77,87.92,0.1347
1006,berry,spoiled,0.528,0.4057,93,13,41,2.56,87.32,0.1361
1007,berry,spoiled,0.5243,0.3944,102,13,32,2.99,87.41,0.1413
1008,berry,spoiled,0.5248,0.3884,99,6,48,2.52,91.84,0.1426
1009,berry,spoiled,0.5268,0.4051,101,17,36,1.61,90.09,0.1766
1010,berry,spoiled,0.5349,0.4074,90,12,39,0.46,91.45,0.1772
1011,berry,spoiled,0.5302,0.4057,90,21,42,1.07,85.39,0.1383
1012,berry,spoiled,0.5316,0.4086,94,10,40,0.95,87.16,0.1492
1013,berry,spoiled,0.5376,0.3957,94,19,33,1.29,92.02,0.176
1014,berry,spoiled,0.5362,0.4009,95,9,40,3.94,90.69,0.1507
1015,berry,spoiled,0.5306,0.4144,90,18,35,2.52,90.03,0.1537
1016,berry,spoiled,0.5264,0.404,96,18,37,-0.57,87.88,0.1451
1017,berry,spoiled,0.5203,0.3983,100,16,39,3.36,86.6,0.1386
1018,berry,spoiled,0.5318,0.3971,98,10,47,3.44,90.03,0.1306
1019,berry,spoiled,0.5287,0.3994,95,10,30,3.15,88.0,0.1224
1020,berry,spoiled,0.5396,0.3951,96,16,38,1.73,87.98,0.1547
1021,berry,spoiled,0.5273,0.3967,95,23,39,1.7,87.66,0.1479
1022,berry,spoiled,0.5309,0.4,92,15,33,3.31,87.69,0.1362
1023,berry,spoiled,0.5274,0.4001,91,11,48,2.66,90.64,0.1354
1024,berry,spoiled,0.5288,0.393,95,16,40,2.84,91.96,0.1443
1025,berry,spoiled,0.5296,0.3958,91,10,37,3.13,93.04,0.1423
1026,berry,spoiled,0.5297,0.411,105,14,47,3.57,89.98,0.1244
1027,berry,spoiled,0.5334,0.3933,96,14,42,1.61,85.81,0.1366
1028,berry,spoiled,0.5285,0.404,94,10,41,2.04,90.42,0.1493
1029,berry,spoiled,0.5275,0.4046,94,18,37,4.42,86.41,0.1468
1030,berry,spoiled,0.5304,0.3936,85,20,46,-0.05,89.5,0.1391
1031,berry,spoiled,0.5347,0.3986,88,14,46,4.56,86.88,0.1748
1032,berry,spoiled,0.5271,0.4169,99,9,37,4.52,91.45,0.1575
1033,berry,spoiled,0.5311,0.4021,91,11,42,0.16,87.91,0.1838
1034,berry,spoiled,0.5261,0.4013,95,16,41,1.09,89.54,0.1959
1035,berry,spoiled,0.5305,0.3999,97,11,43,2.13,91.08,0.1124
1036,berry,spoiled,0.5251,0.4112,98,11,38,0.33,90.72,0.1589
1037,berry,spoiled,0.5356,0.4,91,16,49,1.59,91.05,0.1672
1038,berry,spoiled,0.5269,0.3938,97,18,37,1.24,92.24,0.1586
1039,berry,spoiled,0.5313,0.4137,87,14,36,-0.2,87.46,0.1581
1040,berry,spoiled,0.5287,0.401,96,11,38,3.37,89.01,0.1476
1041,berry,spoiled,0.5209,0.3919,94,16,33,3.52,86.95,0.1589
1042,berry,spoiled,0.534,0.4074,95,9,36,3.19,88.8,0.1365
1043,berry,spoiled,0.5271,0.4038,93,13,41,1.46,87.28,0.153
1044,berry,spoiled,0.5316,0.4079,90,19,41,4.64,86.07,0.1642
1045,berry,spoiled,0.5252,0.4045,93,13,38,0.52,91.06,0.1448
1046,berry,spoiled,0.5356,0.404,99,16,44,1.02,88.4,0.1614
1047,berry,spoiled,0.5233,0.4025,98,21,39,3.4,89.1,0.1638
1048,berry,spoiled,0.5245,0.3943,101,13,33,1.87,87.24,0.1441
1049,berry,spoiled,0.5307,0.3998,90,15,42,1.37,88.84,0.12
1050,berry,spoiled,0.5332,0.4018,96,14,44,1.22,86.26,0.1386
1051,berry,spoiled,0.527,0.3946,95,17,34,3.14,87.52,0.1631
1052,berry,spoiled,0.5337,0.4,96,12,37,3.36,91.82,0.1373
1053,berry,spoiled,0.5317,0.4041,94,12,44,3.25,88.84,0.1468
1054,berry,spoiled,0.5348,0.3953,94,9,43,1.03,88.2,0.159
1055,berry,spoiled,0.5345,0.4073,98,21,43,3.01,90.31,0.1463
1056,berry,spoiled,0.5283,0.4001,99,16,43,-0.51,91.12,0.157
1057,berry,spoiled,0.5314,0.3963,92,17,47,2.44,90.2,0.1585
1058,berry,spoiled,0.5295,0.4002,97,7,45,3.53,86.33,0.1451
1059,berry,spoiled,0.5294,0.4025,93,11,43,2.42,90.55,0.1643
1060,berry,spoiled,0.5253,0.3956,96,19,33,-0.11,86.78,0.1475
1061,berry,spoiled,0.5298,0.3894,99,15,44,-0.62,92.93,0.151
1062,berry,spoiled,0.5338,0.4034,96,10,35,3.8,85.74,0.1698
1063,berry,spoiled,0.526,0.3895,98,18,49,3.42,86.99,0.151
1064,berry,spoiled,0.5455,0.4053,95,20,38,3.27,88.19,0.1535
1065,berry,spoiled,0.5326,0.4062,102,18,44,0.82,91.14,0.1463
1066,berry,spoiled,0.5299,0.4056,90,16,41,1.7,85.58,0.144
1067,berry,spoiled,0.5378,0.4028,93,16,38,3.2,90.62,0.1628
1068,berry,spoiled,0.53,0.3983,95,8,31,1.11,86.2,0.1605
1069,berry,spoiled,0.5401,0.3933,97,13,41,2.78,90.75,0.1553
1070,berry,spoiled,0.5221,0.3889,97,14,39,1.0,90.74,0.1394
1071,berry,spoiled,0.5319,0.4054,90,16,37,-0.15,89.65,0.163
1072,berry,spoiled,0.5249,0.3991,94,19,45,3.51,90.73,0.1633
1073,berry,spoiled,0.5313,0.4058,100,17,40,0.29,88.03,0.1372
1074,berry,spoiled,0.5246,0.4069,96,11,39,1.98,87.11,0.1354
1075,berry,spoiled,0.5246,0.3994,89,18,34,0.55,88.11,0.1311
1076,berry,spoiled,0.5332,0.4023,90,18,44,1.45,89.1,0.1266
1077,berry,spoiled,0.5207,0.4033,91,20,39,3.55,88.43,0.1785
1078,berry,spoiled,0.5285,0.3956,87,16,42,2.32,89.33,0.1414
1079,berry,spoiled,0.534,0.4075,94,10,37,3.15,89.52,0.1509
1080,berry,spoiled,0.5358,0.4071,91,11,38,1.25,87.89,0.1478
1081,berry,spoiled,0.539,0.3981,95,17,34,3.32,89.46,0.1608
1082,berry,spoiled,0.5216,0.3905,92,18,33,1.62,89.48,0.1829
1083,berry,spoiled,0.5196,0.3878,90,12,41,0.51,91.27,0.16
1084,berry,spoiled,0.5324,0.3926,95,16,40,-1.04,90.34,0.1576
1085,berry,spoiled,0.5346,0.4032,101,19,37,0.71,90.17,0.125
1086,berry,spoiled,0.5377,0.3913,87,14,46,2.21,91.62,0.1678
1087,berry,spoiled,0.5366,0.4068,92,20,48,3.43,92.81,0.1561
1088,berry,spoiled,0.5357,0.4006,92,10,43,0.19,90.24,0.1557
1089,berry,spoiled,0.531,0.3906,94,15,37,-0.74,89.31,0.1598
1090,berry,spoiled,0.5367,0.3952,100,16,39,1.07,93.65,0.1391
1091,berry,spoiled,0.5403,0.4128,96,16,33,2.12,89.1,0.1327
1092,berry,spoiled,0.5282,0.4019,95,14,41,1.13,86.84,0.1578
1093,berry,spoiled,0.5187,0.3994,95,14,45,-1.31,88.76,0.1849
1094,berry,spoiled,0.5335,0.4048,91,14,44,0.21,86.99,0.1707
1095,berry,spoiled,0.5269,0.4068,85,13,41,-1.63,88.07,0.1323
1096,berry,spoiled,0.5332,0.4002,92,17,38,0.99,86.7,0.1384
1097,berry,spoiled,0.538,0.4012,100,17,50,3.19,91.85,0.155
1098,berry,spoiled,0.5326,0.3924,94,14,40,-1.47,87.02,0.1327
1099,berry,spoiled,0.5339,0.3985,95,14,33,-0.1,91.62,0.1203
1100,berry,spoiled,0.5143,0.4014,96,17,37,-0.32,94.57,0.1425
1101,berry,spoiled,0.5296,0.399,96,13,40,2.84,88.01,0.1297
1102,berry,spoiled,0.526,0.4082,99,15,37,1.35,90.89,0.1384
1103,berry,spoiled,0.5274,0.4109,90,16,37,-0.74,93.94,0.1307
1104,berry,spoiled,0.5308,0.4011,96,10,35,3.16,89.91,0.1575
1105,berry,spoiled,0.5338,0.3922,100,10,48,2.11,92.66,0.1544
1106,berry,spoiled,0.5317,0.3965,97,14,46,-1.13,91.17,0.1417
1107,berry,spoiled,0.5356,0.3897,91,15,44,3.17,91.01,0.1281
1108,berry,spoiled,0.5295,0.4055,95,19,37,0.61,93.6,0.1645
1109,berry,spoiled,0.5345,0.4134,91,21,45,-0.8,90.11,0.1471
1110,berry,spoiled,0.5267,0.4069,90,19,41,-1.16,88.1,0.1549
1111,berry,spoiled,0.5108,0.4,91,19,41,1.95,89.79,0.1574
1112,berry,spoiled,0.5298,0.396,93,7,41,-0.45,91.42,0.1459
1113,berry,spoiled,0.5323,0.397,93,13,43,1.31,92.29,0.1464
1114,berry,spoiled,0.5271,0.3936,96,17,38,1.7,89.39,0.1534
1115,berry,spoiled,0.5268,0.3913,95,13,43,0.57,89.58,0.1564
1116,berry,spoiled,0.5197,0.4042,99,14,39,0.65,91.64,0.1436
1117,berry,spoiled,0.5359,0.3996,100,18,35,2.64,86.52,0.153
1118,berry,spoiled,0.5303,0.3985,88,13,35,2.1,87.91,0.1658
1119,berry,spoiled,0.5307,0.407,94,14,38,3.06,93.67,0.134
1120,berry,spoiled,0.5261,0.3957,94,14,37,2.38,88.25,0.1598
1121,berry,spoiled,0.5291,0.3894,100,8,37,0.81,87.97,0.1656
1122,berry,spoiled,0.5293,0.4049,91,14,33,1.25,89.9,0.1605
1123,berry,spoiled,0.5341,0.4003,100,9,36,2.08,91.99,0.1301
1124,berry,spoiled,0.5271,0.4042,94,12,39,0.53,91.96,0.1409
1125,berry,spoiled,0.5186,0.3999,92,19,41,1.49,92.13,0.1565
1126,berry,spoiled,0.5332,0.3987,103,16,41,-1.38,90.31,0.1658
1127,berry,spoiled,0.5299,0.4068,96,15,44,1.57,91.33,0.1549
1128,berry,spoiled,0.5249,0.398,90,14,43,3.54,89.45,0.1175
1129,berry,spoiled,0.5358,0.3988,98,12,40,0.46,88.58,0.1848
1130,berry,spoiled,0.5328,0.4015,94,16,37,1.74,88.5,0.1338
1131,berry,spoiled,0.5283,0.3974,98,7,41,-0.38,89.21,0.1523
1132,berry,spoiled,0.5299,0.392,88,14,40,1.99,90.61,0.1575
1133,berry,spoiled,0.5332,0.3968,96,17,50,3.46,90.44,0.1652
1134,berry,spoiled,0.5228,0.3926,94,13,31,1.19,89.26,0.1435
1135,berry,spoiled,0.5328,0.394,97,7,38,0.87,93.48,0.1342
1136,berry,spoiled,0.5195,0.3937,98,12,49,0.84,87.83,0.1543
1137,berry,spoiled,0.5296,0.395,92,1,30,1.71,89.2,0.1418
1138,berry,spoiled,0.5362,0.4,95,7,42,3.4,91.24,0.1531
1139,berry,spoiled,0.5318,0.3971,97,21,35,2.55,87.97,0.145
1140,berry,spoiled,0.526,0.3957,95,6,43,-0.74,84.98,0.1409
1141,berry,spoiled,0.5334,0.3986,90,17,41,2.53,92.56,0.1527
1142,berry,spoiled,0.5229,0.3982,91,16,37,-0.84,92.2,0.1712
1143,berry,spoiled,0.5304,0.3954,95,14,35,0.95,89.9,0.1439
1144,berry,spoiled,0.5229,0.3993,88,10,44,1.19,92.67,0.1211
1145,berry,spoiled,0.5328,0.4042,96,14,45,3.26,92.85,0.1434
1146,berry,spoiled,0.5234,0.4026,96,11,46,0.54,89.87,0.1482
1147,berry,spoiled,0.5288,0.3929,89,13,29,-0.27,89.61,0.1653
1148,berry,spoiled,0.5292,0.397,97,19,44,3.47,88.12,0.1393
1149,berry,spoiled,0.5268,0.3861,94,13,42,2.92,87.17,0.1421
1150,berry,spoiled,0.5224,0.4064,89,16,38,3.37,90.67,0.1489
1151,berry,spoiled,0.534,0.4067,93,16,42,2.05,92.33,0.1424
1152,berry,spoiled,0.5366,0.3969,97,20,34,2.84,87.68,0.1572
1153,berry,spoiled,0.5329,0.407,96,17,39,-0.82,93.36,0.1509
1154,berry,spoiled,0.5218,0.3972,94,14,33,2.96,90.25,0.1482
1155,berry,spoiled,0.5281,0.402,93,8,41,0.37,91.05,0.1536
1156,berry,spoiled,0.5313,0.4025,90,15,31,1.71,92.43,0.1412
1157,berry,spoiled,0.5303,0.4016,96,17,42,4.11,91.52,0.1613
1158,berry,spoiled,0.5207,0.3902,90,19,43,3.94,85.9,0.1733
1159,berry,spoiled,0.5216,0.4047,98,13,38,2.84,88.73,0.1573
1160,berry,spoiled,0.5306,0.3928,89,12,35,1.8,90.12,0.1486
1161,berry,spoiled,0.5336,0.403,88,19,41,4.03,91.2,0.1736
1162,berry,spoiled,0.5352,0.4029,99,14,38,-0.15,93.39,0.141
1163,berry,spoiled,0.5269,0.4011,96,16,35,1.6,88.72,0.1442
1164,berry,spoiled,0.5354,0.4003,96,18,38,0.57,89.58,0.1485
1165,berry,spoiled,0.5343,0.3964,97,13,37,0.02,93.45,0.1686
1166,berry,spoiled,0.5365,0.4024,92,20,40,0.88,86.11,0.138
1167,berry,spoiled,0.5266,0.3923,94,14,41,-0.04,85.63,0.15
1168,berry,spoiled,0.5329,0.4041,98,22,38,1.36,89.31,0.1427
1169,berry,spoiled,0.5268,0.4032,94,17,42,2.17,88.39,0.1362
1170,berry,spoiled,0.5379,0.4003,94,13,44,3.97,87.44,0.1703
1171,berry,spoiled,0.5365,0.4059,91,24,36,3.94,88.95,0.1802
1172,berry,spoiled,0.5257,0.3895,94,15,35,0.68,91.14,0.1502
1173,berry,spoiled,0.5215,0.3994,101,12,44,2.42,88.17,0.1501
1174,berry,spoiled,0.5282,0.3907,93,20,40,-0.3,92.44,0.1418
1175,berry,spoiled,0.5315,0.3953,103,15,40,1.6,89.64,0.1405
1176,berry,spoiled,0.5221,0.4049,95,17,33,4.18,92.23,0.166
1177,berry,spoiled,0.5273,0.3935,94,14,39,4.13,87.37,0.1735
1178,berry,spoiled,0.5364,0.4021,97,20,38,3.25,87.6,0.1293
1179,berry,spoiled,0.527,0.4017,98,12,45,1.88,89.27,0.1491
1180,berry,spoiled,0.5175,0.3941,94,12,42,0.04,90.26,0.1533
1181,berry,spoiled,0.5371,0.4022,97,17,40,4.18,87.85,0.1767
1182,berry,spoiled,0.5314,0.4024,95,15,37,2.07,89.13,0.142
1183,berry,spoiled,0.5409,0.3982,96,17,42,1.6,89.75,0.1681
1184,berry,spoiled,0.5289,0.3988,95,18,40,3.89,89.88,0.1633
1185,berry,spoiled,0.5358,0.4067,95,21,38,0.31,89.45,0.1671
1186,berry,spoiled,0.5295,0.396,100,16,37,3.39,83.81,0.1428
1187,berry,spoiled,0.531,0.3973,96,13,41,1.17,91.83,0.1396
1188,berry,spoiled,0.5351,0.3816,95,14,38,1.49,90.69,0.1585
1189,berry,spoiled,0.5198,0.4057,98,16,40,2.29,88.84,0.1426
1190,berry,spoiled,0.5368,0.4014,88,11,42,3.19,90.77,0.131
1191,berry,spoiled,0.5272,0.3909,95,17,38,-0.08,88.8,0.138
1192,berry,spoiled,0.5308,0.4089,92,16,35,0.43,93.76,0.1528
1193,berry,spoiled,0.5223,0.4034,95,13,43,3.51,89.36,0.1574
1194,berry,spoiled,0.5313,0.3982,95,9,30,3.34,87.98,0.1695
1195,berry,spoiled,0.5375,0.3952,95,19,41,1.15,91.81,0.13
1196,berry,spoiled,0.5177,0.3865,98,21,40,1.73,87.56,0.152
1197,berry,spoiled,0.524,0.4029,95,9,44,3.51,88.94,0.1586
1198,berry,spoiled,0.532,0.4033,94,14,35,1.08,89.98,0.1283
1199,berry,spoiled,0.5181,0.4017,89,9,33,3.38,88.98,0.1479
1200,avocado,raw,0.5735,0.4,38,118,54,13.47,88.64,2.7196
1201,avocado,raw,0.58,0.4071,33,110,58,14.61,89.91,2.788
1202,avocado,raw,0.5721,0.3935,35,119,59,14.96,86.81,3.0864
1203,avocado,raw,0.5789,0.402,34,116,53,13.67,86.58,3.0199
1204,avocado,raw,0.5833,0.3971,38,116,58,12.6,90.62,2.9624
1205,avocado,raw,0.5852,0.4111,39,113,54,15.02,88.82,2.6405
1206,avocado,raw,0.5719,0.4117,32,114,55,15.54,85.59,3.3373
1207,avocado,raw,0.5937,0.4101,36,116,60,12.44,86.29,2.6735
1208,avocado,raw,0.5929,0.4013,35,118,57,14.5,87.95,3.2842
1209,avocado,raw,0.5745,0.4125,30,114,56,13.94,86.43,2.9438
1210,avocado,raw,0.5838,0.4136,38,118,50,13.87,89.29,2.704
1211,avocado,raw,0.5785,0.4062,37,112,56,13.53,87.48,3.0025
1212,avocado,raw,0.5773,0.4012,33,115,53,13.66,85.27,2.9923
1213,avocado,raw,0.5635,0.4004,31,115,58,15.92,86.49,2.7511
1214,avocado,raw,0.5811,0.4,33,114,54,15.2,85.17,3.4841
1215,avocado,raw,0.576,0.4057,38,114,54,12.87,87.16,2.58
1216,avocado,raw,0.5781,0.4085,26,111,49,15.88,87.43,3.1655
1217,avocado,raw,0.5741,0.3997,26,115,55,14.49,84.99,2.901
1218,avocado,raw,0.5737,0.3997,35,119,58,16.25,86.21,2.7865
1219,avocado,raw,0.5655,0.4101,29,109,55,12.64,83.09,3.1139
1220,avocado,raw,0.5816,0.404,43,114,55,12.49,86.97,2.7862
1221,avocado,raw,0.5837,0.4105,38,110,54,12.83,90.49,3.0244
1222,avocado,raw,0.5736,0.4104,27,119,47,12.46,86.43,3.2592
1223,avocado,raw,0.582,0.4035,36,112,57,12.32,86.91,3.3741
1224,avocado,raw,0.5709,0.4019,36,111,58,15.44,86.64,3.082
1225,avocado,raw,0.5753,0.4021,37,114,54,14.77,86.5,2.8834
1226,avocado,raw,0.5801,0.4015,36,116,59,14.39,87.71,3.157
1227,avocado,raw,0.5932,0.4057,40,114,64,15.73,89.29,3.0413
1228,avocado,raw,0.5731,0.3965,38,113,52,15.49,86.35,3.3953
1229,avocado,raw,0.5766,0.39,35,110,55,15.14,87.14,2.7627
1230,avocado,raw,0.5859,0.3944,38,113,54,13.19,87.88,2.5826
1231,avocado,raw,0.5836,0.4048,41,111,52,15.95,87.83,3.1058
1232,avocado,raw,0.5795,0.4093,38,109,43,13.54,87.01,2.7978
1233,avocado,raw,0.5882,0.4123,30,119,60,15.63,86.92,3.0853
1234,avocado,raw,0.5798,0.4118,37,118,52,15.33,90.12,2.7957
1235,avocado,raw,0.5723,0.3961,39,115,52,15.28,87.46,3.2911
1236,avocado,raw,0.5846,0.4011,31,112,51,16.14,87.5,2.9138
1237,avocado,raw,0.5891,0.4153,34,115,49,15.67,86.11,2.8768
1238,avocado,raw,0.5787,0.4078,30,114,58,15.75,87.8,3.5327
1239,avocado,raw,0.5803,0.4128,35,113,48,14.05,85.62,2.9205
1240,avocado,raw,0.5759,0.3991,41,113,62,12.79,86.86,2.616
1241,avocado,raw,0.5842,0.4018,35,119,54,13.26,89.82,3.0961
1242,avocado,raw,0.5938,0.3929,38,116,57,12.71,85.67,2.5879
1243,avocado,raw,0.5843,0.4164,32,113,50,15.26,84.94,3.358
1244,avocado,raw,0.5878,0.4021,39,109,58,15.11,88.04,2.5424
1245,avocado,raw,0.5793,0.4041,39,109,51,14.57,86.29,3.1866
1246,avocado,raw,0.5706,0.3965,39,117,53,12.31,88.56,3.5011
1247,avocado,raw,0.584,0.3964,39,113,55,14.22,89.01,2.6153
1248,avocado,raw,0.5732,0.4012,29,113,52,14.91,84.77,2.6254
1249,avocado,raw,0.5828,0.4065,39,115,54,13.56,85.1,2.5002
1250,avocado,raw,0.572,0.4154,30,117,60,13.22,84.24,3.0346
1251,avocado,raw,0.5782,0.4085,38,114,61,16.26,84.78,3.3693
1252,avocado,raw,0.5775,0.4108,34,112,51,13.62,87.03,2.6253
1253,avocado,raw,0.5783,0.4062,35,108,56,15.2,86.6,2.8452
1254,avocado,raw,0.5863,0.3979,38,112,59,15.32,87.12,3.3273
1255,avocado,raw,0.5822,0.4088,36,119,59,13.33,85.73,2.7132
1256,avocado,raw,0.5805,0.4089,37,115,51,14.98,85.71,3.1807
1257,avocado,raw,0.5771,0.3943,34,115,53,13.81,88.73,2.9336
1258,avocado,raw,0.583,0.3988,38,123,53,15.03,85.39,3.1455
1259,avocado,raw,0.5784,0.407,30,112,50,15.17,87.61,3.0028
1260,avocado,raw,0.576,0.4046,32,110,55,14.4,90.28,2.9091
1261,avocado,raw,0.5878,0.4053,36,114,56,13.19,89.87,3.1834
1262,avocado,raw,0.5789,0.4014,36,118,47,14.62,87.67,2.885
1263,avocado,raw,0.5881,0.4009,41,113,49,13.98,91.45,3.2757
1264,avocado,raw,0.5849,0.4015,32,122,49,15.61,87.71,3.0676
1265,avocado,raw,0.5681,0.4108,34,106,55,12.7,88.18,3.1603
1266,avocado,raw,0.5723,0.4093,34,111,55,13.52,89.44,2.5559
1267,avocado,raw,0.5954,0.4143,39,112,48,14.03,87.64,2.7572
1268,avocado,raw,0.5718,0.41,37,110,54,13.46,89.2,2.845
1269,avocado,raw,0.5647,0.4057,31,112,51,14.39,85.82,3.0511
1270,avocado,raw,0.5824,0.3955,33,106,52,15.15,87.32,2.7226
1271,avocado,raw,0.5768,0.4225,35,120,57,14.95,86.96,3.2571
1272,avocado,raw,0.577,0.4019,38,113,55,14.77,87.83,2.9524
1273,avocado,raw,0.5758,0.4132,37,108,51,15.53,89.67,3.4548
1274,avocado,raw,0.5846,0.4009,35,118,54,15.75,87.26,2.7787
1275,avocado,raw,0.5884,0.3963,32,108,56,13.38,87.07,3.0689
1276,avocado,raw,0.5801,0.39,36,107,55,13.8,89.36,2.7507
1277,avocado,raw,0.5791,0.4013,30,116,56,13.99,84.32,2.8716
1278,avocado,raw,0.5825,0.4065,28,115,49,13.6,87.77,3.3108
1279,avocado,raw,0.5761,0.4088,32,113,57,15.44,87.31,3.0141
1280,avocado,raw,0.5866,0.4146,32,117,51,12.59,89.81,3.2612
1281,avocado,raw,0.5817,0.4079,37,123,56,12.38,88.52,2.7886
1282,avocado,raw,0.5788,0.4033,29,115,50,12.46,87.93,2.8966
1283,avocado,raw,0.5786,0.4067,37,117,48,12.22,87.15,3.2918
